Unnamed: 0,id,state,guests,beds,property_type,n_reviews,rating,price,neighborhood,city
476,BY7562,Massachusetts,2,1,Apartment,6.0,97.0,100,Jamaica Plain,Boston
477,XW1925,California,4,3,Apartment,1.0,100.0,98,Westlake,Los Angeles
478,BG8077,Illinois,2,1,Apartment,76.0,99.0,48,Wrigleyville,Chicago
479,BR2480,Illinois,2,1,Apartment,24.0,92.0,64,West Town/Noble Square,Chicago
480,TJ8008,California,2,1,Apartment,2.0,100.0,100,Silver Lake,Los Angeles
481,KZ3473,Massachusetts,2,1,House,37.0,93.0,110,Jamaica Plain,Boston
482,TC1202,Illinois,5,2,Apartment,42.0,97.0,169,Bucktown,Chicago
483,DT7557,California,5,1,Condominium,46.0,94.0,127,Downtown,Los Angeles
484,NL4585,Massachusetts,2,1,House,66.0,90.0,119,Allston-Brighton,Boston
485,LE7409,California,4,3,House,15.0,100.0,100,Los Feliz,Los Angeles
486,AV3392,Massachusetts,5,2,Apartment,12.0,98.0,150,Fenway/Kenmore,Boston
487,FT6599,Massachusetts,4,1,House,2.0,100.0,125,West Roxbury,Boston
488,GY2506,Massachusetts,2,1,Apartment,38.0,99.0,175,South Boston,Boston
489,ZT5326,California,4,2,House,29.0,97.0,150,Hermosa Beach,Los Angeles
490,VA1941,Massachusetts,2,1,Apartment,1.0,99.0,100,South Boston,Boston
491,NK5610,Illinois,6,3,Apartment,27.0,95.0,100,Logan Square,Chicago
492,ES7972,Massachusetts,2,1,Apartment,3.0,99.0,139,Fenway/Kenmore,Boston
494,YD6612,California,4,3,Apartment,28.0,96.0,125,Ingleside,San Francisco
495,ML7109,California,2,1,Apartment,197.0,96.0,125,Ingleside,San Francisco
496,UD8253,Massachusetts,3,1,Apartment,1.0,100.0,124,Fenway/Kenmore,Boston
497,MY2186,Massachusetts,2,1,Apartment,1.0,80.0,132,South Boston,Boston
498,NW1547,California,2,2,Bed & Breakfast,135.0,86.0,74,Culver City,Los Angeles
499,TT1073,Massachusetts,2,1,House,116.0,93.0,59,Roxbury,Boston
500,AL7285,California,2,1,Guesthouse,11.0,84.0,59,Visitacion Valley,San Francisco
501,WE8338,Illinois,3,1,Apartment,19.0,97.0,100,Lincoln Park,Chicago
502,QN1297,California,2,1,Bed & Breakfast,152.0,99.0,104,Westside,Los Angeles
503,NI8968,Massachusetts,2,1,Condominium,2.0,99.0,139,Back Bay,Boston
504,CG5924,California,4,2,Apartment,36.0,94.0,139,West Hollywood,Los Angeles
505,CC3288,California,2,1,House,7.0,96.0,70,Silver Lake,Los Angeles
506,ER9850,California,2,1,House,66.0,95.0,100,Westside,Los Angeles
507,SH7429,California,4,2,Apartment,58.0,99.0,190,Mission District,San Francisco
508,BI5135,Illinois,4,2,Condominium,37.0,94.0,147,Ukrainian Village,Chicago
509,FL8660,Massachusetts,1,1,Apartment,7.0,94.0,53,Allston-Brighton,Boston
510,JD2679,California,4,2,Guesthouse,1.0,100.0,149,Studio City,Los Angeles
511,YW6198,California,4,2,House,178.0,95.0,100,Mid-Wilshire,Los Angeles
512,AT6016,California,1,1,Apartment,4.0,65.0,104,Westwood,Los Angeles
513,IU8070,California,2,1,In-law,167.0,92.0,144,Noe Valley,San Francisco
514,AS5102,Illinois,2,1,House,111.0,97.0,54,Little Village,Chicago
515,HE5037,California,2,1,House,23.0,97.0,119,Noe Valley,San Francisco
516,RW2361,California,2,1,House,14.0,89.0,74,Long Beach,Los Angeles
517,RI8091,California,3,1,House,90.0,90.0,64,Mar Vista,Los Angeles
518,RK1171,Massachusetts,4,2,Apartment,5.0,93.0,199,South End,Boston
519,EK1497,Massachusetts,2,1,Condominium,17.0,98.0,135,South Boston,Boston
520,SO8767,Illinois,4,2,Condominium,4.0,98.0,119,Ukrainian Village,Chicago
521,DW2170,Illinois,1,1,Apartment,3.0,100.0,59,Bronzeville,Chicago
522,IP1265,California,1,1,Apartment,1.0,98.0,100,SoMa,San Francisco
523,FJ4847,Massachusetts,4,2,Apartment,21.0,95.0,128,Downtown Crossing,Boston
524,PS6026,Massachusetts,2,1,Condominium,3.0,99.0,139,West End,Boston
525,TK2242,California,2,1,Apartment,4.0,100.0,119,Studio City,Los Angeles
526,AF1699,California,2,1,Townhouse,30.0,97.0,79,Long Beach,Los Angeles
527,QO8555,California,7,4,House,1.0,79.0,199,Excelsior,San Francisco
528,WG7092,California,2,1,Apartment,158.0,96.0,59,Del Rey,Los Angeles
529,ZY4976,Illinois,4,2,Apartment,41.0,96.0,81,Lakeview,Chicago
530,GK3705,Massachusetts,16,7,House,130.0,94.0,199,Roslindale,Boston
531,VE5536,Massachusetts,1,1,Apartment,1.0,80.0,98,Fenway/Kenmore,Boston
532,RH4328,California,4,2,Apartment,7.0,100.0,150,West Hollywood,Los Angeles
533,OA6888,California,2,1,Apartment,4.0,99.0,115,SoMa,San Francisco
534,DC4208,Illinois,5,3,House,0.0,94.0,100,Little Italy/UIC,Chicago
535,RV5167,California,2,1,House,3.0,93.0,74,Outer Sunset,San Francisco
536,DY4174,California,4,2,Apartment,100.0,92.0,103,SoMa,San Francisco
537,FA2484,Illinois,2,1,Apartment,102.0,94.0,48,Wicker Park,Chicago
538,YO1771,Massachusetts,2,1,Apartment,10.0,87.0,199,South End,Boston
539,ZO6469,Illinois,4,2,House,11.0,94.0,128,Austin,Chicago
540,CB2960,Illinois,8,5,Apartment,39.0,99.0,110,Jefferson Park,Chicago
542,GW5998,Massachusetts,1,1,Apartment,3.0,96.0,108,Beacon Hill,Boston
543,TR3561,Massachusetts,2,1,Apartment,51.0,95.0,173,South End,Boston
544,VU2547,California,2,1,Apartment,1.0,100.0,104,Hollywood,Los Angeles
545,TS5424,California,2,1,Apartment,14.0,95.0,100,Beverly Hills,Los Angeles
546,IE7576,Illinois,1,1,House,0.0,94.0,50,South Chicago,Chicago
547,IP3269,California,2,1,Apartment,2.0,99.0,139,Hollywood,Los Angeles
548,TD5986,Illinois,2,1,Condominium,27.0,100.0,54,West Ridge,Chicago
549,KR2586,Illinois,2,1,House,10.0,91.0,59,Auburn Gresham,Chicago
550,RM5265,Massachusetts,3,1,Condominium,124.0,98.0,95,South End,Boston
551,EE7495,California,2,1,Apartment,2.0,100.0,125,Brentwood,Los Angeles
552,DY9962,California,1,1,Condominium,0.0,94.0,85,Valley Village,Los Angeles
553,RS2610,Massachusetts,1,1,Apartment,6.0,96.0,100,Roxbury,Boston
554,OO3410,California,2,1,Apartment,162.0,96.0,128,Silver Lake,Los Angeles
555,NI3228,California,4,2,Apartment,27.0,92.0,122,East Hollywood,Los Angeles
556,VF3688,Massachusetts,2,2,Apartment,3.0,93.0,78,Jamaica Plain,Boston
557,VV8092,California,2,1,House,10.0,97.0,55,Mission District,San Francisco
558,HQ8949,Illinois,2,1,Apartment,15.0,98.0,103,Andersonville,Chicago
559,HY7084,Massachusetts,4,2,Apartment,167.0,93.0,184,South End,Boston
560,MU2939,California,3,2,Bungalow,44.0,97.0,124,Bel Air/Beverly Crest,Los Angeles
561,II8565,Massachusetts,2,1,Apartment,8.0,90.0,52,Allston-Brighton,Boston
562,VJ3482,Illinois,2,1,Apartment,25.0,82.0,48,Logan Square,Chicago
563,BS3036,Illinois,2,1,Condominium,16.0,100.0,59,Irving Park,Chicago
564,HD3819,Massachusetts,2,1,House,52.0,97.0,100,Dorchester,Boston
565,BM4661,Massachusetts,2,1,Apartment,1.0,97.0,139,South End,Boston
566,VO5789,Illinois,2,1,Townhouse,78.0,99.0,100,River West,Chicago
567,PY1639,California,2,1,Townhouse,2.0,100.0,103,West Los Angeles,Los Angeles
568,IK8239,Illinois,4,2,Apartment,20.0,99.0,195,Logan Square,Chicago
569,ZG6743,Illinois,6,2,Apartment,47.0,97.0,160,Pilsen,Chicago
570,GJ4226,Illinois,2,1,Loft,14.0,99.0,100,Little Italy/UIC,Chicago
571,IW1831,Massachusetts,2,1,Apartment,220.0,97.0,50,Jamaica Plain,Boston
572,AE2981,Massachusetts,4,2,Apartment,3.0,90.0,179,Downtown Crossing,Boston
573,SS3116,Illinois,4,1,Apartment,5.0,97.0,139,Wrigleyville,Chicago
574,HH4131,Illinois,2,1,House,27.0,98.0,41,Norwood Park,Chicago
575,MO1631,California,2,1,Loft,18.0,90.0,64,Mid-Wilshire,Los Angeles
576,ZE5306,Illinois,4,1,Apartment,30.0,97.0,125,Lakeview,Chicago
577,LA8751,California,2,1,House,263.0,96.0,59,Highland Park,Los Angeles
578,TL9265,California,2,2,House,9.0,97.0,135,Venice,Los Angeles
579,NI7674,California,2,1,House,76.0,93.0,104,West Hollywood,Los Angeles
580,SS9555,California,6,3,House,3.0,92.0,110,Pasadena,Los Angeles
581,SM2325,California,2,1,Apartment,9.0,98.0,95,Mar Vista,Los Angeles
582,UI8490,Illinois,2,1,Apartment,40.0,98.0,150,Humboldt Park,Chicago
583,TT4738,California,3,2,Other,31.0,92.0,115,Venice,Los Angeles
584,TK3034,California,2,1,House,54.0,96.0,125,Venice,Los Angeles
585,RN2875,Illinois,6,2,Apartment,23.0,92.0,150,Lakeview,Chicago
586,UW2000,California,8,1,Other,0.0,94.0,169,South LA,Los Angeles
587,JG9139,Massachusetts,4,2,Apartment,105.0,96.0,79,South End,Boston
588,TJ9932,Illinois,4,2,Apartment,4.0,93.0,125,West Town/Noble Square,Chicago
589,OB4468,California,4,1,House,12.0,100.0,133,Venice,Los Angeles
590,QS1438,Illinois,4,2,Apartment,6.0,97.0,79,Edgewater,Chicago
591,GE6066,California,2,1,House,21.0,98.0,119,Pacific Palisades,Los Angeles
592,SS3365,California,2,1,Condominium,14.0,98.0,119,Western Addition/NOPA,San Francisco
593,GI3103,California,5,2,Apartment,23.0,90.0,139,Glendale,Los Angeles
594,VM7350,Illinois,2,1,Apartment,0.0,94.0,46,Little Italy/UIC,Chicago
595,NC2181,Illinois,3,2,Apartment,92.0,90.0,169,Streeterville,Chicago
596,HI4266,Illinois,2,1,Apartment,21.0,86.0,95,Logan Square,Chicago
597,CP6012,California,4,2,Condominium,28.0,95.0,137,Venice,Los Angeles
598,RH7888,California,5,3,Apartment,3.0,100.0,150,Hayes Valley,San Francisco
599,LO9691,California,2,1,Apartment,97.0,94.0,125,Mid-Wilshire,Los Angeles
600,IP8102,Illinois,6,4,House,59.0,95.0,144,Uptown,Chicago
601,BZ3596,Illinois,2,1,House,30.0,89.0,119,Lakeview,Chicago
602,GY8092,California,2,1,House,15.0,96.0,79,Outer Sunset,San Francisco
603,PI7124,Massachusetts,6,3,Apartment,43.0,91.0,149,North End,Boston
604,BV4439,California,2,1,Apartment,96.0,92.0,124,Potrero Hill,San Francisco
605,RL1986,California,3,1,Apartment,20.0,94.0,124,Hollywood Hills,Los Angeles
606,BX9112,California,4,2,Apartment,118.0,93.0,100,Hollywood,Los Angeles
607,LK2707,Massachusetts,4,2,Apartment,15.0,99.0,198,Back Bay,Boston
608,XP1905,California,9,4,House,46.0,86.0,149,Hawthorne,Los Angeles
609,YN6557,Illinois,4,2,Apartment,10.0,100.0,70,Jefferson Park,Chicago
610,WB9012,California,3,1,Condominium,32.0,94.0,199,Santa Monica,Los Angeles
611,ZV6226,Illinois,4,2,Apartment,33.0,96.0,188,Uptown,Chicago
612,UG1694,Illinois,4,2,Apartment,1.0,79.0,100,Rogers Park,Chicago
613,MV3164,California,2,2,Condominium,3.0,100.0,159,Mission District,San Francisco
614,MN2674,California,2,1,House,100.0,98.0,199,Mission District,San Francisco
615,HI6065,California,2,1,Apartment,8.0,94.0,139,Twin Peaks,San Francisco
616,IL6945,California,2,1,Apartment,11.0,98.0,74,Mid-Wilshire,Los Angeles
617,OH8881,Massachusetts,4,2,House,1.0,98.0,129,East Boston,Boston
618,JB1517,Massachusetts,2,1,House,45.0,96.0,68,Allston-Brighton,Boston
619,RY4487,California,4,2,Apartment,11.0,98.0,139,Hollywood,Los Angeles
620,UF3937,California,2,1,Apartment,1.0,100.0,110,Beverly Hills,Los Angeles
621,DM6667,Massachusetts,4,2,Apartment,26.0,92.0,109,Chinatown,Boston
622,TL4390,Massachusetts,6,3,Apartment,3.0,100.0,149,North End,Boston
623,ER2572,Massachusetts,4,2,House,49.0,86.0,139,Allston-Brighton,Boston
624,YO2145,California,2,1,Apartment,44.0,94.0,119,Parkside,San Francisco
625,AF3887,California,2,1,House,35.0,99.0,115,Pasadena,Los Angeles
626,II3244,California,2,1,House,14.0,91.0,150,Noe Valley,San Francisco
627,OD8356,California,3,1,Apartment,91.0,91.0,133,Long Beach,Los Angeles
628,TN4715,Illinois,2,1,Condominium,147.0,94.0,115,River North,Chicago
629,YD4452,Massachusetts,2,1,Apartment,50.0,94.0,150,Charlestown,Boston
630,US7584,California,1,1,Apartment,60.0,94.0,79,West Hollywood,Los Angeles
631,TY7657,California,4,2,House,44.0,96.0,175,Topanga,Los Angeles
632,NH9205,California,4,2,Apartment,0.0,94.0,100,El Segundo,Los Angeles
633,WH5904,Illinois,4,2,Apartment,2.0,80.0,129,Bridgeport,Chicago
634,MZ7426,Massachusetts,2,1,Other,4.0,94.0,79,Roxbury,Boston
635,FE9007,Massachusetts,3,2,Apartment,15.0,93.0,128,Downtown Crossing,Boston
636,ZH9116,Illinois,4,2,Apartment,31.0,92.0,160,Pilsen,Chicago
637,PV7798,Massachusetts,3,2,Condominium,16.0,98.0,149,South End,Boston
638,UU5467,Illinois,8,4,Apartment,13.0,93.0,139,Wrigleyville,Chicago
639,EG1574,Illinois,4,2,Apartment,14.0,92.0,110,River North,Chicago
640,SA2332,California,16,1,House,1.0,100.0,199,Hollywood,Los Angeles
641,SH5853,Massachusetts,2,1,House,3.0,89.0,139,West Roxbury,Boston
642,LD8275,California,4,1,Apartment,9.0,91.0,125,North Hollywood,Los Angeles
643,WW2405,Massachusetts,4,2,Condominium,59.0,99.0,119,East Boston,Boston
644,QA7175,Illinois,6,3,Apartment,19.0,91.0,109,Lakeview,Chicago
645,QW4384,California,2,1,Apartment,8.0,98.0,98,Potrero Hill,San Francisco
646,TG4403,California,4,2,House,17.0,100.0,125,Topanga,Los Angeles
647,XR8809,Massachusetts,2,2,Apartment,9.0,97.0,89,Theater District,Boston
648,FP9471,California,2,1,Other,34.0,97.0,98,Northridge,Los Angeles
649,FH1083,Illinois,8,4,Apartment,105.0,96.0,115,Avondale,Chicago
650,KF1563,Massachusetts,4,3,Apartment,10.0,84.0,117,Jamaica Plain,Boston
651,YS8388,California,2,1,Apartment,17.0,85.0,56,South Robertson,Los Angeles
652,YI2593,California,2,1,Apartment,25.0,97.0,164,Nob Hill,San Francisco
653,EH9822,Illinois,2,1,House,15.0,98.0,74,West Town/Noble Square,Chicago
654,TJ2269,Massachusetts,2,1,Apartment,4.0,79.0,125,Roxbury,Boston
655,NX5053,California,2,1,House,185.0,96.0,155,Duboce Triangle,San Francisco
656,DM2646,Illinois,8,3,Loft,61.0,94.0,133,Old Town,Chicago
657,FG5631,California,2,1,House,1.0,99.0,104,Torrance,Los Angeles
658,ZD2380,Massachusetts,4,2,Apartment,4.0,74.0,169,East Boston,Boston
659,DM9474,California,2,1,Apartment,7.0,94.0,85,SoMa,San Francisco
660,NO2037,California,2,1,Apartment,9.0,92.0,119,Long Beach,Los Angeles
661,UZ7284,Illinois,2,1,Apartment,63.0,96.0,62,Bronzeville,Chicago
662,AY4782,California,3,2,Apartment,525.0,98.0,139,Mission District,San Francisco
663,PU9653,California,4,2,House,17.0,99.0,164,West Hollywood,Los Angeles
664,WU1572,California,7,3,Apartment,71.0,92.0,100,Hollywood Hills,Los Angeles
665,UT2755,Massachusetts,2,1,Apartment,7.0,96.0,160,Fenway/Kenmore,Boston
666,ZR8194,Illinois,4,2,Apartment,8.0,100.0,98,Lakeview,Chicago
667,NP6990,Massachusetts,2,1,House,40.0,97.0,59,West Roxbury,Boston
668,JA8584,Massachusetts,2,1,Apartment,1.0,100.0,197,Beacon Hill,Boston
669,JE8565,California,1,1,House,24.0,93.0,46,Valley Glen,Los Angeles
670,HM8008,Illinois,8,3,Apartment,131.0,94.0,129,Ukrainian Village,Chicago
671,YJ2486,California,2,1,House,33.0,97.0,46,Woodland Hills/Warner Center,Los Angeles
672,KO1076,Illinois,2,1,Apartment,4.0,92.0,175,Near North Side,Chicago
673,LV9092,Illinois,2,1,Apartment,2.0,100.0,88,Humboldt Park,Chicago
674,DR8379,California,5,3,House,98.0,97.0,125,Carson,Los Angeles
675,WU7607,Massachusetts,2,1,Apartment,22.0,98.0,98,South End,Boston
676,LH6030,Massachusetts,3,2,Apartment,2.0,100.0,125,Dorchester,Boston
677,IT3784,Massachusetts,2,1,House,356.0,90.0,104,East Boston,Boston
678,GR9071,Illinois,5,2,Apartment,3.0,87.0,149,Wicker Park,Chicago
679,ZM5980,Massachusetts,5,3,Apartment,145.0,98.0,139,Jamaica Plain,Boston
680,NK5195,Illinois,4,2,Condominium,42.0,96.0,122,Lincoln Park,Chicago
681,LE9861,Massachusetts,2,1,Condominium,21.0,98.0,128,South End,Boston
682,YL2411,Massachusetts,2,1,Apartment,12.0,100.0,149,Allston-Brighton,Boston
683,FV3532,California,1,1,Condominium,1.0,80.0,125,Marina,San Francisco
684,AO3454,Massachusetts,2,1,Apartment,3.0,90.0,48,Mattapan,Boston
685,ST4478,California,2,1,Apartment,32.0,90.0,110,Mid-Wilshire,Los Angeles
686,ZL4390,California,3,2,Apartment,47.0,97.0,119,Burbank,Los Angeles
687,PL2520,Illinois,2,1,Apartment,21.0,93.0,119,Loop,Chicago
688,MJ8802,California,3,1,Condominium,1.0,100.0,98,Marina Del Rey,Los Angeles
689,CW2210,California,2,1,Apartment,11.0,98.0,115,Echo Park,Los Angeles
690,IQ4844,California,2,1,Apartment,16.0,87.0,69,East Hollywood,Los Angeles
691,IR1844,Massachusetts,5,4,Apartment,5.0,82.0,119,Allston-Brighton,Boston
692,TC9537,Illinois,4,2,Apartment,2.0,100.0,128,Old Town,Chicago
693,IH9457,Massachusetts,2,1,House,153.0,93.0,122,South Boston,Boston
694,CJ5335,California,2,1,House,63.0,90.0,55,Mar Vista,Los Angeles
695,CJ1310,Illinois,6,3,House,53.0,96.0,122,West Town/Noble Square,Chicago
696,HU4579,Massachusetts,3,1,Condominium,24.0,92.0,108,South Boston,Boston
697,RP1611,California,3,1,Apartment,39.0,94.0,175,Venice,Los Angeles
698,JV8487,California,2,1,House,11.0,98.0,125,Bernal Heights,San Francisco
699,WE7914,California,2,1,House,19.0,99.0,122,Balboa Terrace,San Francisco
700,LG6908,California,2,1,Apartment,3.0,97.0,195,Financial District,San Francisco
701,TJ3988,California,6,3,House,5.0,100.0,188,Arcadia,Los Angeles
702,HR9207,Massachusetts,2,1,Apartment,22.0,96.0,125,East Boston,Boston
703,VM9239,Illinois,4,1,Apartment,11.0,96.0,139,Lincoln Park,Chicago
704,GY7214,California,6,4,Apartment,7.0,93.0,74,Sherman Oaks,Los Angeles
705,QH8329,California,2,1,Apartment,4.0,98.0,190,Marina Del Rey,Los Angeles
706,RJ4302,California,4,1,Other,21.0,99.0,139,Noe Valley,San Francisco
707,WQ9969,Massachusetts,2,2,House,1.0,100.0,125,Jamaica Plain,Boston
708,XG3289,California,2,1,Apartment,60.0,97.0,150,Venice,Los Angeles
709,ZR5298,California,4,2,Apartment,3.0,93.0,100,Mid-Wilshire,Los Angeles
710,XZ5531,California,2,1,Bungalow,3.0,90.0,100,Redondo Beach,Los Angeles
711,EE8333,Illinois,2,1,House,15.0,80.0,115,Lakeview,Chicago
712,AA6024,Massachusetts,3,1,Apartment,61.0,95.0,115,East Boston,Boston
